0;0;0
0,67449;-0,67449;0,67449
-0,67449;0,67449;-0,67449
-0,318639;-0,318639;0,318639
1,150349;1,150349;-1,150349
0,318639;-1,150349;-0,318639
-1,150349;0,318639;1,150349
-0,887147;-0,488776;-0,488776
0,488776;0,887147;0,887147
1,534121;-1,534121;0,157311
-0,157311;0,157311;-1,534121
-0,488776;-0,887147;1,534121
0,887147;0,488776;-0,157311
0,157311;-0,157311;-0,887147
-1,534121;1,534121;0,488776
-1,318011;-0,078412;1,00999
0,237202;1,862732;-0,40225
1,00999;-0,776422;-1,318011
-0,40225;0,579132;0,237202
-0,078412;-1,318011;-0,078412
1,862732;0,237202;1,862732
0,579132;-0,40225;0,579132
-0,776422;1,00999;-0,776422
-1,00999;-1,00999;0,078412
0,40225;0,40225;-1,862732
1,318011;-0,237202;-0,579132
-0,237202;1,318011;0,776422
-0,579132;-0,579132;-1,00999
0,776422;0,776422;0,40225
0,078412;-1,862732;1,318011
-1,862732;0,078412;-0,237202
-1,67594;-0,626099;0,27769
0,11777;0,724514;-1,229859
0,830511;-2,153875;-0,36013
-0,53341;0,039176;1,077516
-0,197099;-1,077516;-0,724514
1,417797;0,36013;0,626099
0,445097;-0,27769;2,153875
-0,946782;1,229859;-0,039176
-0,724514;-1,417797;0,830511
0,626099;0,197099;-0,53341
2,153875;-0,445097;-1,67594
-0,039176;0,946782;0,11777
-0,36013;-0,11777;-0,197099
1,077516;1,67594;1,417797
0,27769;-0,830511;0,445097
-1,229859;0,53341;-0,946782
-1,417797;-0,724514;-0,626099
0,197099;0,626099;0,724514
0,946782;-0,039176;0,039176
-0,445097;2,153875;-2,153875
-0,11777;-0,36013;1,229859
1,67594;1,077516;-0,27769
0,53341;-1,229859;-1,077516
-0,830511;0,27769;0,36013
-1,077516;-0,197099;-1,417797
0,36013;1,417797;0,197099
1,229859;-0,946782;0,946782
-0,27769;0,445097;-0,445097
-0,626099;-1,67594;0,53341
0,724514;0,11777;-0,830511
0,039176;-0,53341;-0,11777
-2,153875;0,830511;1,67594
-1,987428;-0,257394;-0,137513
0,058783;1,272699;1,601009
0,750215;-1,043158;0,510966
-0,602449;0,381105;-0,858484
-0,257394;-1,987428;0,916557
1,272699;0,058783;-0,466825
0,381105;-0,602449;-1,473468
-1,043158;0,750215;0,17717
-0,803173;-0,803173;-1,113194
0,556126;0,556126;0,339312
1,76167;-0,098072;1,189164
-0,098072;1,76167;-0,298102
-0,423576;-0,423576;0,019584
0,977898;0,977898;-2,417559
0,217107;-1,366204;-0,650104
-1,366204;0,217107;0,699283
-1,189164;-1,189164;0,423576
0,298102;0,298102;-0,977898
1,113194;-0,339312;-0,217107
-0,339312;1,113194;1,366204
-0,019584;-0,019584;-1,76167
2,417559;2,417559;0,098072
0,650104;-0,699283;0,803173
-0,699283;0,650104;-0,556126
-0,916557;-0,510966;1,987428
0,466825;0,858484;-0,058783
1,473468;-1,601009;-0,750215
-0,17717;0,137513;0,602449
-0,510966;-0,916557;-0,381105
0,858484;0,466825;1,043158
0,137513;-0,17717;0,257394
-1,601009;1,473468;-1,272699
-1,76167;-1,113194;1,473468
0,098072;0,339312;-0,17717
0,803173;-0,298102;-0,916557
-0,556126;1,189164;0,466825
-0,217107;-0,650104;-0,510966
1,366204;0,699283;0,858484
0,423576;-2,417559;0,137513
-0,977898;0,019584;-1,601009
-0,750215;-0,137513;0,650104
0,602449;1,601009;-0,699283
1,987428;-0,858484;-0,019584
-0,058783;0,510966;2,417559
-0,381105;-1,473468;-1,189164
1,043158;0,17717;0,298102
0,257394;-0,466825;1,113194
-1,272699;0,916557;-0,339312
-1,473468;-0,381105;-0,803173
0,17717;1,043158;0,556126
0,916557;-1,272699;1,76167
